Contents,p_content,old_hastag,Hashtag
"Hello các bạn.
Mình đang tìm hiểu về Kubeflow và đang muốn tìm thêm tutorial ( ngoại trừ 2 tutorial có sẵn trong Kubeflow docs) để học hỏi. Các bạn có biết nguồn tutorial Kubeflow nào đa dạng + code để tìm học hỏi được không?
Mình cảm ơn!",Hello các bạn. Mình đang tìm hiểu về Kubeflow và đang muốn tìm thêm tutorial ( ngoại trừ 2 tutorial có sẵn trong Kubeflow docs) để học hỏi. Các bạn có biết nguồn tutorial Kubeflow nào đa dạng + code để tìm học hỏi được không? Mình cảm ơn!,,
"Some notes from apply() conference by James
https://jameskle.com/writes/tecton-apply2021",Some notes from apply() conference by James https://jameskle.com/writes/tecton-apply2021,,
"Databricks Data+AI Summit 2021
Free General Admission to learn on topics like:
Best practices and use cases for Apache Spark™, Delta Lake, MLflow
Data engineering, including streaming architectures
SQL analytics and BI using data warehouses and data lakes
Data science, including the Python ecosystem
Machine learning and deep learning applications
https://databricks.com/dataaisummit/north-america-2021","Databricks Data+AI Summit 2021 Free General Admission to learn on topics like: Best practices and use cases for Apache Spark™, Delta Lake, MLflow Data engineering, including streaming architectures SQL analytics and BI using data warehouses and data lakes Data science, including the Python ecosystem Machine learning and deep learning applications https://databricks.com/dataaisummit/north-america-2021",,
Cho mình tham khảo chút là đã có bạn nào thử sử dụng Kubeflow-v1.3 chưa ạ. Mình đang định chuyển hệ thống từ v1.1 -> v1.3 nhưng sợ là mới release nên nhiều lỗi.,Cho mình tham khảo chút là đã có bạn nào thử sử dụng Kubeflow-v1.3 chưa ạ. Mình đang định chuyển hệ thống từ v1.1 -> v1.3 nhưng sợ là mới release nên nhiều lỗi.,,
"Khoá học Machine Learning Systems Design của Stanford đã được update slides và notes rồi nha cả nhà :D
https://stanford-cs329s.github.io/syllabus.html",Khoá học Machine Learning Systems Design của Stanford đã được update slides và notes rồi nha cả nhà :D https://stanford-cs329s.github.io/syllabus.html,,
"Spam:
Katib giúp chúng ta optimize model bằng cách cho chạy nhiều trials với các set of hyperparams khác nhau.
Mỗi trial là 1 run nên sẽ rất tốn tài nguyên.
Vậy mọi người nghĩ sao nếu chúng ta hard-coding hyperparams?
Nghĩa là tạo 1 list các possible params và loop cho nó chạy 😀
Rất mong đc mọi người giải đáp.",Spam: Katib giúp chúng ta optimize model bằng cách cho chạy nhiều trials với các set of hyperparams khác nhau. Mỗi trial là 1 run nên sẽ rất tốn tài nguyên. Vậy mọi người nghĩ sao nếu chúng ta hard-coding hyperparams? Nghĩa là tạo 1 list các possible params và loop cho nó chạy Rất mong đc mọi người giải đáp.,,
"MLOps Security: An Overview of the Threats
🍻 Data Extraction 
🍻 Model Stealing
🍻 Model Tricking
🍻 Model Corruption
https://www.youtube.com/watch?v=hregcFryuC4",MLOps Security: An Overview of the Threats Data Extraction Model Stealing Model Tricking Model Corruption https://www.youtube.com/watch?v=hregcFryuC4,,
"One-line magical code to perform EDA!
Các bác biết tool nào khác tương tự thì comment để anh em cùng tham khảo với ạ 😄
https://pub.towardsai.net/one-line-magical-code-to-perform-eda-f83a731fbc35",One-line magical code to perform EDA! Các bác biết tool nào khác tương tự thì comment để anh em cùng tham khảo với ạ https://pub.towardsai.net/one-line-magical-code-to-perform-eda-f83a731fbc35,,
"Kubeflow Pipeline là để tạo 1 end-to-end machine learning pipeline.
Katib là để tuning hyper-params.
Ae nào đã integrate katib vào pipeline chưa?
Rất mong được chỉ giáo :D",Kubeflow Pipeline là để tạo 1 end-to-end machine learning pipeline. Katib là để tuning hyper-params. Ae nào đã integrate katib vào pipeline chưa? Rất mong được chỉ giáo :D,,
"Great Expectations component for Kubeflow has been released 🥳🍻🎂. This guide shows you how to integrate it into your pipeline!
https://medium.com/analytics-vidhya/data-quality-assurance-with-great-expectations-and-kubeflow-pipelines-d83449fbaa81",Great Expectations component for Kubeflow has been released . This guide shows you how to integrate it into your pipeline! https://medium.com/analytics-vidhya/data-quality-assurance-with-great-expectations-and-kubeflow-pipelines-d83449fbaa81,,
"Gentle reminder: Production ML conf live TODAY
https://www.facebook.com/curiousAI/posts/2387205408090381",Gentle reminder: Production ML conf live TODAY https://www.facebook.com/curiousAI/posts/2387205408090381,,
,nan,,
"A short article comparing MLOps vs DevOps
https://towardsdatascience.com/mlops-vs-devops-5c9a4d5a60ba",A short article comparing MLOps vs DevOps https://towardsdatascience.com/mlops-vs-devops-5c9a4d5a60ba,,
"How to improve software engineering skills as a researcher
Have a great week ahead! :D
https://ljvmiranda921.github.io/notebook/2020/11/15/data-science-swe/",How to improve software engineering skills as a researcher Have a great week ahead! :D https://ljvmiranda921.github.io/notebook/2020/11/15/data-science-swe/,,
"A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.","A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.",,
"How GPUs work?
https://rishtech.substack.com/p/gpus-101",How GPUs work? https://rishtech.substack.com/p/gpus-101,,
Thời tới cản không nổi :D chúc mừng C++,Thời tới cản không nổi :D chúc mừng C++,,
"https://www.fast.ai/2020/01/07/data-questionnaire/
Some considerations before starting a data project",https://www.fast.ai/2020/01/07/data-questionnaire/ Some considerations before starting a data project,,
"“What I’m finding is that for a lot of problems, it’d be useful to shift our mindset toward not just improving the code but in a more systematic way of improving the data,” said Andrew Ng","“What I’m finding is that for a lot of problems, it’d be useful to shift our mindset toward not just improving the code but in a more systematic way of improving the data,” said Andrew Ng",,
"Hello mọi người.
Có bác nào đang dùng Kubernetes + azure có thể cho m hỏi xíu với đc ko? M đang follow cái tutorial của kubeflow.org mà đang mắc chưa có hướng giải quyết. Rất mong được hỗ trợ!
Cám ơn mọi người.",Hello mọi người. Có bác nào đang dùng Kubernetes + azure có thể cho m hỏi xíu với đc ko? M đang follow cái tutorial của kubeflow.org mà đang mắc chưa có hướng giải quyết. Rất mong được hỗ trợ! Cám ơn mọi người.,,
"News Feed ranking algorithm at FB
https://engineering.fb.com/2021/01/26/ml-applications/news-feed-ranking/",News Feed ranking algorithm at FB https://engineering.fb.com/2021/01/26/ml-applications/news-feed-ranking/,,
"As you may already know, you can build ML models using BigQuery and SQL
https://towardsdatascience.com/how-to-build-ml-model-using-bigquery-eced0107e4fd","As you may already know, you can build ML models using BigQuery and SQL https://towardsdatascience.com/how-to-build-ml-model-using-bigquery-eced0107e4fd",,
A collection of resources on how to facilitate Machine Learning Ops with GitHub.,A collection of resources on how to facilitate Machine Learning Ops with GitHub.,,
Một bài viết hay về real-time trong Machine Learning,Một bài viết hay về real-time trong Machine Learning,,
ML Feature Serving Infrastructure at Lyft,ML Feature Serving Infrastructure at Lyft,,
"Great Expectations helps data teams eliminate pipeline debt, through data testing, documentation, and profiling.
https://greatexpectations.io/","Great Expectations helps data teams eliminate pipeline debt, through data testing, documentation, and profiling. https://greatexpectations.io/",,
"Feature Stores: The Data Side of ML Pipelines
😎 What are feature stores?
😎 Feature Stores Today: Challenges & Limitations
😎 The Future of Feature Stores",Feature Stores: The Data Side of ML Pipelines What are feature stores? Feature Stores Today: Challenges & Limitations The Future of Feature Stores,,
Jupyter kernel for scala and spark,Jupyter kernel for scala and spark,,
"Hi all, mình có 1 docker image >12Gb để deliver DL app lấy base từ rapids-ai. Nhằm giảm size mình đã thử multi-stage build từ 2 base là python-alpine, nvidia-cuda nhưng ko thành công. Các guide trên google chỉ dừng lại ở mức cơ bản (copy thư mục source code+venv từ stage0 sang) chứ ko đụng đến ENV như CUDA. Có ai biết cách làm đúng, có Dockerfile ví dụ hoặc có phương án bổ sung ko ạ? Mong mn giúp đỡ.
Note: kỳ vọng kết quả chỉ ~3Gb
Cảm ơn mọi người đã đọc.","Hi all, mình có 1 docker image >12Gb để deliver DL app lấy base từ rapids-ai. Nhằm giảm size mình đã thử multi-stage build từ 2 base là python-alpine, nvidia-cuda nhưng ko thành công. Các guide trên google chỉ dừng lại ở mức cơ bản (copy thư mục source code+venv từ stage0 sang) chứ ko đụng đến ENV như CUDA. Có ai biết cách làm đúng, có Dockerfile ví dụ hoặc có phương án bổ sung ko ạ? Mong mn giúp đỡ. Note: kỳ vọng kết quả chỉ ~3Gb Cảm ơn mọi người đã đọc.",,
"Ray Summit 2021
Topic included: ML in production, MLOps, deep & reinforcement learning, cloud computing, serverless, Ray libraries (RLlib, Tune, Serve, RaySGD, spaCy, Hugging Face & more)
https://www.anyscale.com/ray-summit-2021?fbclid=IwAR1-nIeBGOH4Fk5qUlFWLzlhc7Z5tfr9iU6BldJ23mZY6x75jvG3dONUBGc","Ray Summit 2021 Topic included: ML in production, MLOps, deep & reinforcement learning, cloud computing, serverless, Ray libraries (RLlib, Tune, Serve, RaySGD, spaCy, Hugging Face & more) https://www.anyscale.com/ray-summit-2021?fbclid=IwAR1-nIeBGOH4Fk5qUlFWLzlhc7Z5tfr9iU6BldJ23mZY6x75jvG3dONUBGc",,
Building Recommender Systems with PyTorch,Building Recommender Systems with PyTorch,,
Một số design pattern khi thiết kế các hệ thống ML,Một số design pattern khi thiết kế các hệ thống ML,,
Giới thiệu với mọi người buổi nói chuyện ngắn mới đây của Andrew Ng về chủ đề MLOps.,Giới thiệu với mọi người buổi nói chuyện ngắn mới đây của Andrew Ng về chủ đề MLOps.,,
"tecton.ai là một trong những công ty tiên phong xây dựng giải pháp Feature Store cho các hệ thống ML. Sắp tới tecton có tổ chức một hội nghị trực tuyến miễn phí về các best practices để xây dựng các ứng dụng ML, các bác nào rảnh thì join nghe ạ.
https://www.applyconf.com/?utm_source=Superb_AI&utm_medium=Referral&utm_campaign=apply_registration&utm_content=&fbclid=IwAR1ul7EQeeEDxpLzlZG8pTQJ_U-8l_xRKCPijJLVMn9p0ra2YADkCxoXaQU#","tecton.ai là một trong những công ty tiên phong xây dựng giải pháp Feature Store cho các hệ thống ML. Sắp tới tecton có tổ chức một hội nghị trực tuyến miễn phí về các best practices để xây dựng các ứng dụng ML, các bác nào rảnh thì join nghe ạ. https://www.applyconf.com/?utm_source=Superb_AI&utm_medium=Referral&utm_campaign=apply_registration&utm_content=&fbclid=IwAR1ul7EQeeEDxpLzlZG8pTQJ_U-8l_xRKCPijJLVMn9p0ra2YADkCxoXaQU#",,
"ML Platform của các công ty lớn trên thế giới như thế nào?
https://databaseline.tech/a-tour-of-end-to-end-ml-platforms/?fbclid=IwAR3rvEsOfHJjHxLBPiGFvYArS5TMFg7iOwJ2LfuAjmtoUj9iZzZVmV5QGvw",ML Platform của các công ty lớn trên thế giới như thế nào? https://databaseline.tech/a-tour-of-end-to-end-ml-platforms/?fbclid=IwAR3rvEsOfHJjHxLBPiGFvYArS5TMFg7iOwJ2LfuAjmtoUj9iZzZVmV5QGvw,,
"Khái niệm MLOps khá hot trong thời gian trở lại đây. Bài blog dưới đây giúp trả lời 3 câu hỏi chính:
😗 MLOps là gì?
😗 MLOps giải quyết vấn đề gì?
😗 MLOps yêu cầu những skills gì?
https://www.freecodecamp.org/news/what-is-mlops-machine-learning-operations-explained/?fbclid=IwAR0w39kZYOKW5uzB0fljkxftUF5bWZyzoQMJ6CmVfeZXgKkSkN3Csgml5sg",Khái niệm MLOps khá hot trong thời gian trở lại đây. Bài blog dưới đây giúp trả lời 3 câu hỏi chính: MLOps là gì? MLOps giải quyết vấn đề gì? MLOps yêu cầu những skills gì? https://www.freecodecamp.org/news/what-is-mlops-machine-learning-operations-explained/?fbclid=IwAR0w39kZYOKW5uzB0fljkxftUF5bWZyzoQMJ6CmVfeZXgKkSkN3Csgml5sg,,
